date,c_open,c_high,c_low,n_close,n_adj_close,adj_sum_5,adj_sum_10,adj_sum_15,adj_sum_20,adj_sum_25,adj_sum_30,label,closing_price_for_label
2013-08-13,-0.545459,1.090909,-1.590909,0.364964,0.364964,-0.036365,-0.286364,0.581819,1.863637,2.221819,1.736364,0,22.0
2013-08-14,-0.090909,0.727273,-0.454545,0.0,0.0,0.036363,-0.236364,0.321212,1.538637,2.174546,1.84697,0,22.0
2013-08-15,0.274973,0.870761,-0.183313,-0.818182,-0.818182,0.632446,0.559121,0.91048,2.027957,2.845097,2.708525,-1,21.82
2013-08-16,-0.04575,0.365965,-0.503207,0.183323,0.183323,0.27447,0.370536,0.442204,1.489017,2.472091,2.546504,0,21.860001
2013-08-19,1.863942,1.863942,-1.164958,-1.829835,-1.829835,1.714823,2.07363,2.031691,3.003267,4.115569,4.335203,-1,21.459999
2013-08-20,-1.517241,0.275857,-2.528731,1.351356,1.351356,0.128736,0.620689,0.616092,1.335633,2.453334,2.852108,0,21.75
2013-08-21,1.307805,1.307805,-1.40121,-1.563218,-1.563218,1.167679,1.980383,2.064456,2.606259,3.702943,4.353106,-1,21.41
2013-08-22,0.373657,0.420364,-0.467076,0.0,0.0,0.78468,1.672115,1.918107,2.328351,3.342364,4.142924,0,21.41
2013-08-23,-0.046707,0.420364,-0.700607,0.0,0.0,0.364315,1.37319,1.774872,2.006072,2.970575,3.915616,0,21.41
2013-08-26,0.800377,0.800377,-0.141248,-0.794021,-0.794021,0.960452,1.864407,2.407407,2.556497,3.448211,4.488387,-1,21.24
2013-08-27,0.285045,1.282665,-0.285031,-0.894543,-0.894543,1.206655,2.332546,3.046718,3.273164,4.005706,5.084724,-1,21.049999
2013-08-28,-0.284355,1.232232,-0.710896,0.237534,0.237534,0.672985,1.663507,2.543443,2.841232,3.425592,4.467615,0,21.1
2013-08-29,-0.18921,0.851471,-1.182592,0.189569,0.189569,0.227061,1.149483,2.056138,2.471622,2.953647,3.923058,0,21.139999
2013-08-30,0.094836,0.758653,-0.379327,-0.236514,-0.236514,0.161212,1.024181,1.994626,2.529634,2.875296,3.804331,-1,21.09
2013-09-03,-2.117859,0.552491,-2.255981,2.987193,2.987193,-2.302024,-1.786369,-1.025165,-0.467307,-0.228357,0.584719,0,21.719999
2013-09-04,1.491837,1.491837,-0.186485,-1.243085,-1.243085,-0.699306,-0.689982,0.049723,0.668992,0.93799,1.605279,-1,21.450001
2013-09-05,1.561022,1.939451,-0.331121,-1.445231,-1.445231,0.794705,0.638603,1.245668,1.960742,2.276258,2.824035,-1,21.139999
2013-09-06,1.239276,1.668255,-0.524304,-0.756854,-0.756854,1.410867,1.201143,1.750873,2.47855,2.884652,3.35081,-1,20.98
2013-09-09,-2.502312,0.046339,-2.965704,2.859867,2.859867,-0.954589,-1.533829,-1.16466,-0.479611,-0.029658,0.290392,0,21.58
2013-09-10,-0.230947,0.323321,-0.554268,0.324374,0.324374,-1.339492,-1.662819,-1.425713,-0.863742,-0.384296,-0.144727,0,21.65
2013-09-11,0.232122,0.742804,-1.485617,-0.508079,-0.508079,-0.752094,-0.933153,-0.987316,-0.464258,0.048277,0.304854,-1,21.540001
2013-09-12,0.139735,2.049376,-0.372613,-0.324986,-0.324986,-0.121095,-0.437817,-0.645859,-0.263154,0.290642,0.566686,-1,21.469999
2013-09-13,0.325728,0.651461,-1.023732,0.093158,0.093158,0.260586,-0.367613,-0.713511,-0.43276,0.089343,0.412595,0,21.49
2013-09-16,-0.046168,0.784857,-1.43121,0.791066,0.791066,-0.452447,-0.886427,-1.415821,-1.260389,-0.768237,-0.407818,0,21.66
2013-09-17,-1.636368,0.500005,-2.136359,1.569714,1.569714,-1.672727,-2.290909,-2.709092,-2.663637,-2.287273,-1.919697,0,22.0
2013-09-18,-2.224199,0.266908,-2.535587,2.181818,2.181818,-2.935944,-3.91904,-4.362397,-4.579627,-4.288257,-3.935351,0,22.48
2013-09-19,-0.487377,0.354453,-1.284887,0.400356,0.400356,-2.34825,-3.668587,-4.309556,-4.703146,-4.568897,-4.22242,0,22.57
2013-09-20,-0.702988,0.307557,-0.702988,0.841825,0.841825,-2.047452,-3.690685,-4.633861,-5.20211,-5.200352,-4.920914,0,22.76
2013-09-23,-0.959856,0.174516,-2.006985,0.702988,0.702988,-1.631763,-3.77836,-4.767307,-5.534468,-5.677139,-5.458116,0,22.92
2013-09-24,0.880674,1.276975,-0.968732,-0.916235,-0.916235,-0.09687,-2.421837,-3.596062,-4.337293,-4.584761,-4.467925,-1,22.709999
2013-09-25,0.89008,2.047179,-0.35603,-1.056803,-1.056803,0.961284,-0.965729,-2.263756,-2.999552,-3.437469,-3.377834,-1,22.469999
2013-09-26,1.532913,1.803427,-0.631195,-1.290605,-1.290605,1.929665,0.649233,-0.67328,-1.487828,-2.036069,-2.087467,-1,22.18
2013-09-27,1.652883,1.790629,-0.688714,-1.803422,-1.803422,2.901739,2.630849,1.395771,0.468314,-0.168968,-0.295383,-1,21.780001
2013-09-30,0.138509,0.923366,-0.60018,-0.550969,-0.550969,2.308402,3.199446,1.982148,1.156509,0.430286,0.226223,-1,21.66
2013-10-01,0.887026,1.35387,-0.186746,-1.108033,-1.108033,2.250233,4.084967,3.053221,2.219888,1.589168,1.342981,-1,21.42
2013-10-02,0.28195,1.40977,-0.610907,-0.65359,-0.65359,1.804508,4.205822,3.649744,2.852439,2.300747,1.936085,-1,21.280001
2013-10-03,1.480415,1.480415,-1.528176,-1.597744,-1.597744,2.273159,5.119384,5.163956,4.474685,3.931227,3.516391,-1,20.940001
2013-10-04,-0.852273,0.331439,-0.852273,0.859599,0.859599,0.776513,3.446966,4.15088,3.61742,3.041662,2.588379,0,21.120001
2013-10-07,1.319266,4.573443,-0.747581,7.670449,7.670449,-5.452944,-4.001758,-2.952213,-3.509234,-4.008795,-4.525066,0,22.74
2013-10-08,-0.435734,0.305007,-1.307194,0.923487,0.923487,-4.98475,-4.775602,-3.564273,-4.108936,-4.672771,-5.150331,0,22.950001
2013-10-09,-0.605009,0.475372,-0.993946,0.827878,0.827878,-4.157298,-5.267928,-4.165942,-4.550557,-5.163349,-5.628057,0,23.139999
2013-10-10,-1.019974,1.189962,-1.359974,1.685402,1.685402,-3.544414,-6.264345,-5.482366,-5.694861,-6.328945,-6.847999,0,23.530001
2013-10-11,-2.605463,0.041361,-3.473945,2.762427,2.762427,-3.606285,-7.791562,-7.631651,-7.673697,-8.317617,-8.933002,0,24.18
2013-10-14,0.041667,0.75,-1.375,-0.744417,-0.744417,-1.833332,-6.124998,-6.638888,-6.493749,-7.226666,-7.845833,-1,24.0
2013-10-15,0.208424,0.291784,-0.792001,-0.041667,-0.041667,-0.925386,-5.014588,-6.244267,-6.040016,-6.797832,-7.49201,-1,23.99
2013-10-16,-0.411866,0.700165,-1.153217,1.208841,1.208841,-1.169689,-4.913511,-6.867108,-6.791601,-7.459641,-8.208405,0,24.280001
2013-10-17,-1.103384,0.531267,-1.675521,0.782529,0.782529,-1.168774,-4.209231,-6.966348,-7.12709,-7.687777,-8.467507,0,24.469999
2013-10-18,0.651731,0.692464,-0.448057,0.326931,0.326931,-1.189406,-3.124232,-6.517307,-7.065169,-7.490016,-8.281055,0,24.549999
2013-10-21,-1.009285,0.322971,-1.1304,0.896134,0.896134,-1.445298,-3.165119,-6.510563,-7.517157,-7.809447,-8.666397,0,24.77
2013-10-22,3.291671,3.458333,-0.874996,-3.108599,-3.108599,1.724999,0.379166,-2.794444,-4.281249,-4.518333,-5.409722,-1,24.0
2013-10-23,-0.502088,1.087866,-1.25523,-0.416667,-0.416667,1.832634,1.117155,-1.656903,-3.581589,-3.881171,-4.684798,-1,23.9
2013-10-24,-0.249372,0.415632,-1.205316,0.669452,0.669452,0.814633,0.665008,-1.44638,-3.832082,-4.272648,-4.959819,0,24.059999
2013-10-25,-2.225816,0.971275,-2.266285,2.701579,2.701579,-1.707808,-1.768512,-3.070279,-5.768915,-6.475108,-7.025492,0,24.709999
2013-10-28,0.243404,0.567955,-0.324544,-0.242813,-0.242813,-1.565925,-1.265721,-2.317783,-4.933063,-5.966734,-6.394861,-1,24.65
2013-10-29,1.103396,1.798124,-0.245194,-0.730227,-0.730227,-0.457702,-0.343275,-1.185122,-3.61054,-4.987328,-5.369837,-1,24.469999
2013-10-30,2.47691,2.854744,-0.335852,-2.65631,-2.65631,2.191433,2.183037,1.70165,-0.447103,-2.167926,-2.600056,-1,23.82
2013-10-31,1.235094,1.575809,-0.127764,-1.427372,-1.427372,3.17717,3.241055,3.160135,1.535349,-0.529812,-1.060477,-1,23.48
2013-11-01,0.085902,1.417526,-0.214781,-0.851784,-0.851784,2.835047,3.582469,3.788654,2.871559,0.58247,-0.136029,-1,23.280001
2013-11-04,0.170871,0.939765,-1.153358,0.558415,0.558415,1.204613,2.426313,3.044282,2.4434,0.322939,-0.620817,0,23.41
2013-11-05,0.688172,1.11828,-0.25806,-0.683469,-0.683469,0.851614,2.808601,3.541218,3.212903,1.328172,0.140502,-1,23.25
2013-11-06,0.774527,1.075731,-1.032702,-0.043011,-0.043011,0.39587,2.568846,3.287434,3.278829,1.709122,0.294034,-1,23.24
2013-11-07,2.287725,2.463709,-0.615926,-2.194492,-2.194492,1.988562,4.285085,5.094588,5.420149,4.306203,2.625019,-1,22.73
2013-11-08,-1.049418,3.847831,-1.049418,0.61593,0.61593,1.005681,2.842147,3.961517,4.488408,3.97376,2.155658,0,22.870001
2013-11-11,1.023127,1.334524,-0.088972,-1.705295,-1.705295,1.930606,3.661032,5.086002,5.963078,5.731317,4.049526,-1,22.48
2013-11-12,-1.234568,0.220459,-2.954145,0.88968,0.88968,0.529101,1.957673,3.771311,4.739858,4.751322,3.317167,0,22.68
2013-11-13,-2.855917,0.596765,-3.92156,3.439149,3.439149,-2.625742,-1.585673,0.196082,1.082697,1.323107,0.19182,0,23.459999
2013-11-14,1.950585,1.950585,-0.303424,-1.6624,-1.6624,-0.684872,-0.099696,1.603814,2.488079,2.95622,2.193325,-1,23.07
2013-11-15,-0.432717,0.34617,-1.644314,0.17339,0.17339,-0.649074,-0.346174,0.966389,1.99913,2.592812,2.303472,0,23.110001
2013-11-18,-2.034756,0.551077,-2.670627,2.077019,2.077019,-1.729546,-2.297583,-1.387593,-0.32641,0.435778,0.341953,0,23.59
2013-11-19,-1.539746,0.998747,-2.621727,1.865201,1.865201,-2.40533,-3.761967,-3.315304,-2.145239,-1.396592,-1.345545,0,24.030001
2013-11-20,1.994064,4.497238,-0.678829,-1.914278,-1.914278,-0.407296,-1.743741,-1.49908,-0.305473,0.407297,0.640645,-1,23.57
2013-11-21,0.042521,0.425174,-1.658168,-0.212134,-0.212134,0.187077,-1.198979,-1.278344,-0.208333,0.459184,0.853174,-1,23.52
2013-11-22,-0.50891,1.187451,-1.314673,0.255102,0.255102,0.33079,-1.149279,-1.444727,-0.701866,0.039016,0.511733,0,23.58
2013-11-25,-0.630791,1.682082,-0.841047,0.848181,0.848181,-0.353241,-1.433981,-2.169894,-1.719936,-0.968885,-0.364456,0,23.780001
2013-11-26,-0.251674,1.258385,-0.377517,0.252309,0.252309,-0.763422,-1.195469,-2.251118,-2.099412,-1.244966,-0.636186,0,23.84
2013-11-27,-2.644426,0.284784,-2.644426,3.104027,3.104027,-2.92921,-3.714401,-4.830485,-4.892188,-4.107404,-3.586927,0,24.58
2013-11-29,1.898477,1.898477,-0.49525,-1.423922,-1.423922,-0.940981,-1.844819,-3.043059,-3.363598,-2.69418,-2.227266,-1,24.23
2013-12-02,2.111486,2.111486,-0.422297,-2.269913,-2.269913,1.444258,0.675677,-0.563062,-1.034628,-0.608108,-0.078829,-1,23.68
2013-12-03,0.2124,1.231941,-0.764656,-0.591212,-0.591212,1.843667,1.253183,0.328515,-0.41844,-0.205611,0.341259,-1,23.540001
2013-12-04,0.171457,1.114445,-1.200176,-0.892103,-0.892103,2.32319,1.864553,1.417346,0.495072,0.497215,1.148736,-1,23.33
2013-12-05,-0.979557,0.809199,-0.979557,0.642949,0.642949,0.732539,1.175469,0.775129,-0.095825,-0.202725,0.44293,0,23.48
2013-12-06,-0.338123,0.591712,-0.676247,0.76661,0.76661,-0.515637,0.464921,0.174698,-0.65934,-0.931529,-0.377571,0,23.66
2013-12-09,-0.169057,0.126801,-1.098901,0.0,0.0,-0.532544,0.498733,0.329671,-0.492392,-0.867286,-0.5255,0,23.66
2013-12-10,0.42608,0.809548,-0.255641,-0.803047,-0.803047,0.213041,1.180234,1.107802,0.524078,-0.054533,0.112205,-1,23.469999
2013-12-11,2.03905,2.819965,-0.216915,-1.789519,-1.789519,1.796098,2.681132,2.666671,2.436013,1.731892,1.731024,-1,23.049999
2013-12-12,0.217861,1.307185,-0.435734,-0.433831,-0.433831,1.777772,2.418296,2.93391,2.771238,2.124615,2.047926,-1,22.950001
2013-12-13,0.656455,1.13786,-0.393873,-0.435734,-0.435734,1.514222,2.262582,3.188913,3.172867,2.592561,2.402626,-1,22.85
2013-12-16,-1.379319,0.30172,-1.810345,1.531733,1.531733,-0.413797,0.512927,1.522985,1.635772,1.10172,0.846261,0,23.200001
2013-12-17,0.652174,1.260874,-0.173917,-0.862073,-0.862073,0.043479,1.152174,2.17971,2.391305,2.071305,1.663769,-1,23.0
2013-12-18,-1.584582,0.513914,-2.441109,1.521739,1.521739,-1.199142,-0.35546,0.508209,0.710921,0.656103,0.154176,0,23.35
2013-12-19,1.613602,2.354989,-0.130833,-1.798715,-1.798715,0.59311,1.22983,1.869458,2.416049,2.407327,1.943597,-1,22.93
2013-12-20,-2.636054,0.5102,-3.103737,2.573048,2.573048,-1.360543,-1.369048,-0.887188,-0.153061,-0.085033,-0.5017,0,23.52
2013-12-23,-1.010952,0.210619,-2.695872,0.935374,0.935374,-1.819714,-2.249368,-1.788823,-1.04465,-0.904802,-1.3016,0,23.74
2013-12-24,0.38136,0.889826,-0.423729,-0.589722,-0.589722,-0.728814,-1.614406,-1.189266,-0.495763,-0.315254,-0.557909,-1,23.6
2013-12-26,0.254449,0.93299,-0.50891,-0.084746,-0.084746,-0.449534,-1.306191,-1.034775,-0.466497,-0.30704,-0.346338,-1,23.58
2013-12-27,1.110636,1.153353,-0.341734,-0.72095,-0.72095,0.683469,-0.392994,-0.336039,0.006408,0.389577,0.370213,-1,23.41
2013-12-30,0.995236,0.995236,-0.086547,-1.281499,-1.281499,1.635652,1.012545,0.799073,1.062307,1.621805,1.678923,-1,23.110001
2013-12-31,-0.129818,0.865418,-0.475989,0.0,0.0,1.090434,0.973601,0.640412,0.938984,1.540455,1.678923,0,23.110001
2014-01-02,0.480349,0.698686,-0.436686,-0.908702,-0.908702,1.406115,1.855896,1.397381,1.724891,2.317904,2.510918,-1,22.9
2014-01-03,-1.207938,0.560824,-1.207938,1.222707,1.222707,-0.163933,0.552201,0.209952,0.463762,0.968076,1.150418,0,23.18
2014-01-06,0.825002,1.519748,-0.521064,-0.647105,-0.647105,0.156316,1.25054,0.885798,1.020404,1.356488,1.731072,-1,23.030001
2014-01-07,-0.681721,0.937375,-1.874725,1.910543,1.910543,-1.414567,-0.668934,-0.829423,-0.913928,-0.673195,-0.183208,0,23.469999
2014-01-08,1.1236,1.296465,-0.777874,-1.40605,-1.40605,0.01729,0.488337,0.567564,0.386781,0.649961,1.176899,-1,23.139999
2014-01-09,0.521281,1.086012,-0.260647,-0.518578,-0.518578,0.642918,0.760209,1.097597,0.812338,1.084275,1.594266,-1,23.02
2014-01-10,0.130156,1.041223,-0.737527,0.130317,0.130317,0.399135,0.399137,0.879252,0.681133,0.904126,1.347799,0,23.049999
2014-01-13,-0.043459,0.347675,-0.608427,-0.173531,-0.173531,0.556277,0.399826,1.077792,0.869188,0.997827,1.296538,-1,23.01
2014-01-14,0.608431,0.999565,-0.912651,0.0,0.0,0.156452,0.356366,0.93003,0.903955,0.884833,1.119803,0,23.01
2014-01-15,-2.667235,0.762058,-2.667235,2.651026,2.651026,-2.023713,-2.01948,-1.710419,-1.613044,-1.727354,-1.500145,0,23.620001
2014-01-16,0.468284,1.319706,-0.510851,-0.550385,-0.550385,-1.081311,-1.226054,-1.197672,-0.96424,-1.180076,-0.962111,-1,23.49
2014-01-17,-0.762066,0.677392,-0.973759,0.553431,0.553431,-1.143102,-1.583408,-1.730176,-1.452163,-1.627438,-1.466275,0,23.620001
2014-01-21,-1.493776,0.0,-1.950212,2.032172,2.032172,-2.207467,-3.099585,-3.496542,-3.172199,-3.39585,-3.343015,0,24.1
2014-01-22,0.041374,0.413736,-0.951589,0.290456,0.290456,-1.530822,-3.090608,-3.483657,-3.318163,-3.457178,-3.552613,0,24.17
2014-01-23,-0.289491,0.206782,-0.951195,0.041374,0.041374,-1.108353,-2.700579,-3.228564,-3.267163,-3.334987,-3.520816,0,24.18
2014-01-24,0.665281,1.33057,-0.540536,-0.537639,-0.537639,-0.108104,-1.746358,-2.386691,-2.650723,-2.637834,-2.918915,-1,24.049999
2014-01-27,0.496894,1.24224,-0.621118,0.415805,0.415805,-0.082817,-1.697722,-2.52312,-2.935818,-2.908488,-3.169082,0,24.15
2014-01-28,-0.124069,0.248139,-0.744417,0.124224,0.124224,-0.140613,-1.335814,-2.326993,-2.897022,-2.822167,-3.119658,0,24.18
2014-01-29,0.921277,1.926302,-0.083744,-1.240699,-1.240699,0.871024,0.268011,-0.985479,-1.515909,-1.541034,-1.75879,-1,23.879999
2014-01-30,-0.823041,0.534984,-2.181066,1.758794,1.758794,-0.773661,-1.185182,-2.378597,-2.973248,-3.150613,-3.305895,0,24.299999
2014-01-31,2.375897,2.460755,-0.296988,-3.004111,-3.004111,1.892234,1.909206,0.800452,0.173949,-0.156131,-0.230519,-1,23.57
2014-02-03,0.554139,1.832907,-0.895136,-0.466699,-0.466699,1.781758,2.318843,1.389603,0.703328,0.291564,0.252917,-1,23.459999
2014-02-04,0.170571,1.108733,-0.852883,-0.042617,-0.042617,1.202553,2.085282,1.55792,0.835816,0.341147,0.369576,-1,23.450001
2014-02-05,0.905949,1.3805,-0.172567,-1.15139,-1.15139,1.777393,2.847281,2.789761,1.947799,1.522001,1.48979,-1,23.18
2014-02-06,-0.429738,1.246235,-0.730554,0.388266,0.388266,0.498496,2.058443,2.291935,1.581435,1.156854,1.029938,0,23.27
2014-02-07,-2.266047,0.083928,-2.349979,2.406532,2.406532,-1.644985,-0.432229,-0.016786,-0.635754,-1.064205,-1.312072,0,23.83
2014-02-10,-1.848813,0.082173,-2.793755,2.140159,2.140159,-2.982744,-2.440428,-1.914545,-2.452753,-2.94659,-3.275815,0,24.34
2014-02-11,-0.653061,0.326531,-1.632653,0.657354,0.657354,-2.759184,-2.94694,-2.446259,-2.785714,-3.340409,-3.759184,0,24.5
2014-02-12,-2.335709,0.554236,-4.156774,3.102041,3.102041,-4.038005,-5.320665,-5.093693,-5.265242,-5.965163,-6.371074,0,25.26
2014-02-13,-2.329193,0.232919,-2.795027,1.979414,1.979414,-3.967391,-6.591615,-6.526916,-6.688665,-7.383541,-7.845497,0,25.76
2014-02-14,1.176467,1.921569,-0.823525,-1.009317,-1.009317,-1.678431,-4.882353,-5.194772,-5.343138,-6.050196,-6.566013,-1,25.5
2014-02-18,-1.12578,0.737582,-2.329193,1.019608,1.019608,-1.568323,-4.949534,-5.73499,-5.883153,-6.57764,-7.175207,0,25.76
2014-02-19,4.148032,5.652704,-0.732005,-4.541925,-4.541925,3.188288,0.0366,-1.138675,-1.305409,-1.875559,-2.547106,-1,24.59
2014-02-20,-0.889608,1.253542,-2.709264,0.569337,0.569337,2.175495,0.097048,-1.469201,-1.75091,-2.152851,-2.928967,0,24.73
2014-02-21,0.241944,0.806456,-0.645161,0.283053,0.283053,1.112906,0.431455,-1.6129,-1.903223,-2.238706,-2.979835,0,24.799999
2014-02-24,-1.386139,0.792083,-1.70297,1.81452,1.81452,-0.88713,-0.79604,-2.922773,-3.413862,-3.702179,-4.414522,0,25.25
2014-02-25,1.523653,1.523653,-0.882125,-1.227719,-1.227719,-0.312755,0.677622,-1.320506,-2.054936,-2.293509,-2.973808,-1,24.940001
2014-02-26,-1.531811,0.117836,-1.531811,2.084996,2.084996,-1.665354,-1.001568,-2.809632,-3.804003,-4.075409,-4.634718,0,25.459999
